date,fwd_20d,BB03,PB07,BB04,BB01,BB03_score,PB07_score,BB04_score,BB01_score,BB03_return,PB07_return,BB04_return,BB01_return,mean_reversion_score,mean_reversion_return,bb01_projection_from_mr,bb01_orthogonal_residual
2018-01-02,-0.05604043930467684,0,0.0,0,0,0.35842238355926587,0.4907228648064718,-0.3356473787250415,-0.2339355818046613,-0.02008614783129064,-0.02750032492060422,0.01880982655521457,0.013109852773328386,0.23141622144076354,-0.012968666711768764,0.018663889461530143,-0.0076688518390077235
2018-01-03,0.028871703351179834,0,-0.00603,0,0,0.35842238355926587,0.8258506749182087,-0.3356473787250415,-0.2339355818046613,0.010348264732545921,0.023843715698610175,-0.009690711549150507,-0.006754118721149844,0.3824470554538468,0.011041897932595688,-0.0124569450469117,0.003588011174955892
2018-01-05,0.07318066987205607,0,0.00033,0,0,0.35842238355926587,0.45880593051011603,-0.3356473787250415,-0.2339355818046613,0.02622959012600609,0.033575725336002296,-0.02456290001589824,-0.017119562583374288,0.21703233248713658,0.01588257147530345,-0.019351546963637004,0.00011716922945674904
2018-01-08,-0.029609206425317613,0,0.00371,0,0,0.35842238355926587,0.2553354743708472,-0.3356473787250415,-0.2339355818046613,-0.010612602342260668,-0.007560280768352809,0.009938252522786514,0.006926646931880992,0.1253350404077646,-0.0037110710837590264,0.006808771805031982,-0.0019969400239569553
2018-01-10,0.054887631620304855,0,0.00441,0,0,0.35842238355926587,0.20746007292631324,-0.3356473787250415,-0.2339355818046613,0.019672955753272596,0.011386992058701062,-0.018422889677781027,-0.012840170036975941,0.10375920697732409,0.00569509712978633,-0.006551931037431495,-0.008403054150350413
2018-01-11,0.07423668734391375,0,0.00945,0,0,0.35842238355926587,-0.08378195252793438,-0.3356473787250415,-0.2339355818046613,0.026608090425349555,-0.0062196946148788896,-0.024917349512215116,-0.0173666026450492,-0.027493779724522115,-0.0020410471293117833,0.002409300205425931,-0.021890718001281097
2018-01-15,0.030294833648904396,0,0.04237,0,0,0.35842238355926587,-1.3085943061505916,-0.3356473787250415,-0.2339355818046613,0.010858346485971766,-0.03964364681873564,-0.010168381503165945,-0.00708703953533188,-0.5794755183199574,-0.01755511443111576,0.022268312198652863,-0.03147016688479071
2018-01-16,0.04125205672647514,0,0.02067,0,0,0.35842238355926587,-0.6702556202234738,-0.3356473787250415,-0.2339355818046613,0.014785660498625265,-0.02764942286669752,-0.013846144707258097,-0.009650323890946853,-0.2917977392474178,-0.01203725689209168,0.015311696006090647,-0.027076835047843466
2018-01-17,0.04242925178100543,0,0.02111,0,0,0.35842238355926587,-0.6981829377327851,-0.3356473787250415,-0.2339355818046613,0.015207593555984191,-0.029623379654266372,-0.014241267141559271,-0.009925711700925967,-0.3043836420818413,-0.012914770187909885,0.01635139144779665,-0.028391918299528585
2018-01-18,0.0350577832932597,0,0.03241,0,0,0.35842238355926587,-1.1091134667983673,-0.3356473787250415,-0.2339355818046613,0.012565494250274352,-0.03888305956665315,-0.011767053066293174,-0.008201262931490445,-0.48957621235978876,-0.017163456758444367,0.021683592563726414,-0.031999670646022826
2018-01-19,0.0329521749208066,0,0.0352,0,0,0.35842238355926587,-1.1689577186040343,-0.3356473787250415,-0.2339355818046613,0.011810797078577365,-0.03851969921846716,-0.011060311135457787,-0.007708686211827861,-0.5165460041478391,-0.017021314283323284,0.02155887611497196,-0.03138237747760579
2018-01-22,0.048945637454053115,0,0.03213,0,0,0.35842238355926587,-1.1011342332242782,-0.3356473787250415,-0.2339355818046613,0.017543212041109396,-0.05389571696764229,-0.016428474911479144,-0.011450126174613938,-0.4859802401213819,-0.023786612642814838,0.02941668155776277,-0.04298162288318268
2018-01-23,0.04812917855886134,0,0.01785,0,0,0.35842238355926587,-0.46678516408420506,-0.3356473787250415,-0.2339355818046613,0.017250574897816593,-0.022465986510836096,-0.01615443262347128,-0.011259127387947659,-0.20010044716804587,-0.00963067015145888,0.012229723027366256,-0.02560366556611988
2018-01-24,0.07559173351246695,0,0.0109,0,0,0.35842238355926587,-0.16157947987530163,-0.3356473787250415,-0.2339355818046613,0.02709376930291524,-0.012214072983816817,-0.02537216720674141,-0.01768359615886187,-0.06255450904898778,-0.004728603778034287,0.005644922354582729,-0.025443333664250563
2018-01-25,0.10437871711970614,0,-0.00198,0,0,0.35842238355926587,0.5904632844825839,-0.3356473787250415,-0.2339355818046613,0.03741166858290343,0.0616318001405802,-0.03503444279591198,-0.02441789591742262,0.2763658744208478,0.028846715427713904,-0.035820497532324976,0.009287786464096393
2018-01-26,0.11598847823441094,0,-0.01286,0,0,0.35842238355926587,1.0133626639092994,-0.3356473787250415,-0.2339355818046613,0.0415728668341896,0.11753839328640847,-0.03893122868168657,-0.02713383213840422,0.4669524030564052,0.054161098638413736,-0.06685334030353811,0.03760469301432792
2018-01-29,-0.034401876465989134,0,0.01898,0,0,0.35842238355926587,-0.5465774998250948,-0.3356473787250415,-0.2339355818046613,-0.01233040256185124,0.01880329162807211,0.011546899659031948,0.008047822986243253,-0.2360601695521133,0.008120912791472252,-0.007462838828036454,0.01339584666347374
2018-01-30,0.012504854368932117,0,0.02125,0,0,0.35842238355926587,-0.7101517880939185,-0.3356473787250415,-0.2339355818046613,0.004482019708974149,-0.008880344689951192,-0.004197221590270448,-0.0029253303821786957,-0.30977760043945146,-0.003873723780252582,0.00604545987317972,-0.011085605406164382
2018-01-31,0.03985319344157667,0,0.03403,0,0,0.35842238355926587,-1.1490096346688121,-0.3356473787250415,-0.2339355818046613,0.014284276585778414,-0.04579170323669151,-0.013376619912487226,-0.009323079994528952,-0.5075560735518224,-0.020227730381707897,0.025298582647911474,-0.03673647779324639
2018-02-01,-0.07179900887403479,0,0.03398,0,0,0.35842238355926587,-1.1450200178817678,-0.3356473787250415,-0.2339355818046613,-0.02573437189782443,0.08221130242484051,0.02409914912362577,0.01679634291394537,-0.5057580874326192,0.03631292940768949,-0.04087495655927879,0.05555648432241819
2018-02-02,-0.04834896667429256,0,0.02975,0,0,0.35842238355926587,-1.0452795982056553,-0.3356473787250415,-0.2339355818046613,-0.01732935187802745,0.05053818845896314,0.016228203928290687,0.011310543648604812,-0.4608084344525347,0.02227961164057853,-0.024353518240765728,0.033549246738564575
2018-02-05,-0.0015046644598253334,0,0.01185,0,0,0.35842238355926587,-0.20746007292631344,-0.3356473787250415,-0.2339355818046613,-0.0005393054221475112,0.0003121577985649957,0.0005050366818011037,0.0003519945558300358,-0.08323134941982666,0.00012523525341531704,0.0015046807077363396,-0.0032675013027122692
2018-02-07,0.17401116034794017,0,0.05062,0,1,0.35842238355926587,-1.4601997440582821,-0.3356473787250415,4.477418228493867,0.06236949485782233,-0.25409105180334696,-0.058406389839689,0.7791207413032365,-0.6477989908496855,-0.11272425406997845,0.13466047787430235,0.6423454482781282
2018-02-08,0.035454410454410556,0,0.05179,0,0,0.35842238355926587,-1.492116678354638,-0.3356473787250415,-0.2339355818046613,0.012707654302758387,-0.05290211716025703,-0.011900179933264612,-0.0082940481371938,-0.6621828798033125,-0.023477303616430252,0.029348595139480356,-0.03975745842748012
2018-02-13,0.035603657398768584,0,0.05232,0,0,0.35842238355926587,-1.5200439958639493,-0.3356473787250415,-0.2339355818046613,0.012761147748294127,-0.054119125659795264,-0.011950274278921105,-0.008328962307954763,-0.674768782637736,-0.024024236560418098,0.030009949410086424,-0.040453726868847156
2018-02-14,0.031158385326618188,0,0.04342,0,0,0.35842238355926587,-1.3165735397246805,-0.3356473787250415,-0.2339355818046613,0.011167862736624545,-0.04102230566157125,-0.010458230360184192,-0.007289054999476248,-0.583071490558364,-0.018167566175783124,0.022993000337953526,-0.03239687048823574
2018-02-15,0.03203154337213654,1,0.04142,0,0,-2.808861128301187,-1.2806669886412803,-0.3356473787250415,-0.2339355818046613,-0.08997215705748784,-0.04102174019192666,-0.010751303569375106,-0.007493317734862004,-1.9942777817874577,-0.0638797952634132,0.024392025442432488,-0.03400015832810046
2018-02-16,0.013783002215796092,0,0.03659,0,0,0.35842238355926587,-1.1889058025392572,-0.3356473787250415,-0.2339355818046613,0.004940136506788278,-0.01638669131077141,-0.0046262285646933975,-0.0032243346423671947,-0.5255359347438563,-0.007243462953055042,0.010111983430902076,-0.015451133224075236
2018-02-19,0.022070216545104104,0,0.03159,0,0,0.35842238355926587,-1.0851757660761003,-0.3356473787250415,-0.2339355818046613,0.007910459619765359,-0.02395006414679877,-0.007407810331258235,-0.0051630089480337905,-0.47878829564456843,-0.01056696136413695,0.013962363834791618,-0.021240187933631374
2018-02-20,0.014835350091784383,0,0.03796,0,0,0.35842238355926587,-1.220822736835613,-0.3356473787250415,-0.2339355818046613,0.005317321540833532,-0.018111332700966674,-0.004979446370775732,-0.003470516254997415,-0.5399198236974833,-0.008009899606046667,0.011019521637021192,-0.016604853042824573
2018-02-21,0.004109537863787427,0,0.03825,0,0,0.35842238355926587,-1.2327915871967465,-0.3356473787250415,-0.2339355818046613,0.0014729503564657432,-0.005066203705743629,-0.0013793556117515566,-0.0009613671311133967,-0.5453137820550934,-0.002240987635000531,0.004252553292441502,-0.007328735574360864
2018-02-22,-0.00778982178945431,0,0.05048,0,0,0.35842238355926587,-1.4562101272712376,-0.3356473787250415,-0.2339355818046613,-0.0027920464932781196,0.01134361737944152,0.0026146332643655515,0.0018223164924706218,-0.646001004730482,0.005032232702658886,-0.004316020688627976,0.004023522030292632
2018-02-23,0.032140986305470465,0,0.0372,0,0,0.35842238355926587,-1.2088538864744796,-0.3356473787250415,-0.2339355818046613,0.011520048921552447,-0.038853756210490996,-0.010788037803068619,-0.007518920331145885,-0.534525865339873,-0.017180188517808608,0.021770487587294954,-0.031404223069246805
2018-02-26,0.01866372170071795,1,0.05095,0,0,-2.808861128301187,-1.4641893608453265,-0.3356473787250415,-0.2339355818046613,-0.052423802394577966,-0.027327222747969265,-0.006264429266099654,-0.004366108594697737,-2.0769851432708126,-0.038764272690532245,0.016765749530331348,-0.02324667327583505
2018-02-27,-0.0021613054284789213,0,0.0654,0,0,0.35842238355926587,-1.663670200197551,-0.3356473787250415,-0.2339355818046613,-0.0007746602432749953,0.0035956994348855806,0.0007254365016931526,0.0005056062428687892,-0.7394962829290574,0.0015982773306345561,-0.00027071821534745225,-0.0013384906925897242
2018-02-28,0.0639572278501368,0,0.05678,0,0,0.35842238355926587,-1.59185709803075,-0.3356473787250415,-0.2339355818046613,0.022923702051889094,-0.10181076712361023,-0.02146707587841864,-0.01496187130773504,-0.7071325327833967,-0.04522623651947203,0.055132541300216595,-0.0722092277587576
2018-03-01,0.025224042027194082,0,0.07092,0,0,0.35842238355926587,-1.6796286673457288,-0.3356473787250415,-0.2339355818046613,0.009040861266385999,-0.04236702409520865,-0.008466383587277975,-0.005900800947096876,-0.7466882274058709,-0.01883449522929674,0.02393902385107985,-0.03195463994898269
2018-03-05,0.0123019500304693,1,0.06747,0,0,-2.808861128301187,-1.6676598169845953,-0.3356473787250415,-0.2339355818046613,-0.03455446924288882,-0.020515467736366068,-0.004129117280933465,-0.0028778638377097068,-2.168682435350185,-0.02667902295163444,0.012975072189104089,-0.017967751177619763
2018-03-07,0.0374544249254225,1,0.05609,0,0,-2.808861128301187,-1.5838778644566613,-0.3356473787250415,-0.2339355818046613,-0.10520427825589435,-0.05932323456533054,-0.012571479547871921,-0.008761922686087721,-2.130924726846914,-0.07981256020341419,0.03446747627448938,-0.04534421411138306
2018-03-08,0.030541472317988205,1,0.06334,0,0,-2.808861128301187,-1.647711733049373,-0.3356473787250415,-0.2339355818046613,-0.08578675439508382,-0.05032354228295179,-0.010251165125936159,-0.007144737095879529,-2.159692504754168,-0.06596018884931604,0.029473190787784962,-0.038732743034470454
2018-03-09,-0.008539613272138924,1,0.06208,0,0,-2.808861128301187,-1.6277636491141505,-0.3356473787250415,-0.2339355818046613,0.023986587770835927,0.013900472061880486,0.0028662988101190046,0.0019977193992046266,-2.150702574158151,0.018366168246704295,-0.006071364688471706,0.005954268936870366
2018-03-12,-0.08417889340639917,1,0.06311,0,0,-2.808861128301187,-1.6357428826882394,-0.3356473787250415,-0.2339355818046613,0.2364468215126437,0.13769502576208942,0.028254424915832563,0.01969243840469856,-2.1542985463965576,0.18134646770267648,-0.07458791479629626,0.09216553805018884
2018-03-13,-0.0736675461741425,1,0.07299,0,0,-2.808861128301187,-1.6955871344939069,-0.3356473787250415,-0.2339355818046613,0.2069219068658817,0.12490974352261186,0.024726318770456893,0.01723346027436978,-2.1812683381846085,0.16068868602140973,-0.06748639606330664,0.08260504118687045
2018-03-14,-0.0656536697247706,0,0.04404,0,0,0.35842238355926587,-1.328542390085814,-0.3356473787250415,-0.2339355818046613,-0.02353174479216509,0.08722368329405138,0.02203648214679887,0.01535872942467529,-0.5884654489159742,0.03863491622756823,-0.04383740543630772,0.05708131971017705
2018-03-15,-0.07212265169509835,0,0.03715,0,0,0.35842238355926587,-1.2048642696874348,-0.3356473787250415,-0.2339355818046613,-0.025850372729171876,0.0868980060625359,0.024207778988158932,0.016872054485587776,-0.5327278792206696,0.038421747281300773,-0.04343069662568508,0.05818793596046689
