signal,1,3,5,10,20
BB01,-0.001849216902247554,0.002551394939002841,0.015983175426111586,0.014517743554502261,0.010387586089979164
BB02,-0.0012553122476259512,-0.0017591805123407978,0.005623842673145367,0.008646495345918437,0.006478977450927944
BB03,-0.0018889078054025667,-0.0031519469012213563,-0.0060246281226875,-0.015341527338837802,-0.007448100719016854
BB04,0.00020761674990796422,0.008129850975095165,0.017048368892391863,0.008951425026417728,0.0033164408105322016
BB05,-0.0003896957905581784,-0.0008225344470579403,-0.0013537505446514554,0.0022373109905896725,-0.004867755235663763
PB01,-0.0007911284479929536,-0.003920828412400601,-0.00616232453773867,-0.004873904575080641,-0.0030230576838373843
PB02,-0.0004349530772206462,-0.0012127854807912402,-0.0023324426883668823,-0.001255671397889663,-0.0021712233751408653
PB03,-0.0010116247543344142,-0.0013519371684243106,-0.0018425619432763814,-0.002201659294758356,-0.004250167831541097
PB04,-0.0007717755972731896,-0.002852050353139762,-0.0037516093044347196,-0.0031669395225217764,-0.0031553706932605247
PB05,-0.0001928323181436326,0.0027835277976032565,-0.0012552100348750058,-0.0024467430880907577,0.0015108987670543663
PB06,0.0001836509352889549,0.003564951173972481,0.0008592179654416669,-0.0016766237530568486,-0.005973008471489438
VB01,-0.0004243031492750035,-0.0009166819549288969,-0.001576756306366559,0.0007841033999780311,-0.006406301200443483
VB02,0.0002882407003861068,0.0017524187056852992,-0.0042085304642531405,-0.005940264411745221,-0.003771050786251279
VB03,0.004631446842423754,0.018147189296583068,0.026349642558638565,0.0027562199999489577,-0.003073916480982007
VB04,0.0005159224641268878,0.005303225230648933,0.004609006611783862,0.001400102288169931,0.0016153524896548631
